,aluguel,quartos,endereco,banheiro,vaga,area,bairro,rua
691,   R$ 1.500 /Mês  ,  1   Quarto  ,"Vila Mariana, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  35   m²  , SP,"Vila Mariana, São Paulo"
692,   R$ 3.500 /Mês  ,  --   Quarto  ,"Avenida Regente Feijó - Vila Regente Feijó, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  55   m²  , Vila Regente Feijó,Avenida Regente Feijó
693,   R$ 1.962 /Mês  ,  1   Quarto  ,"Rua Flórida, 1790 - Cidade Monções, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  40   m²  , Cidade Monções,"Rua Flórida, 1790"
694,   R$ 2.200 /Mês  ,  1   Quarto  ,"Avenida Miruna, , 399 - Indianópolis, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  37   m²  , Indianópolis,"Avenida Miruna, , 399"
695,   R$ 6.000 /Mês  ,  1   Quarto  ,"Rua Visconde da Luz, 134 - Vila Nova Conceição, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  90   m²  , Vila Nova Conceição,"Rua Visconde da Luz, 134"
696,   R$ 1.900 /Mês  ,  1   Quarto  ,"Avenida Doutor Cardoso de Melo, 630 - Vila Olímpia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  43   m²  , Vila Olímpia,"Avenida Doutor Cardoso de Melo, 630"
697,   R$ 3.250 /Mês  ,  2   Quartos  ,"Rua Engenheiro Armando de Virgiliis, 220 - Vila Mariana, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  60   m²  , Vila Mariana,"Rua Engenheiro Armando de Virgiliis, 220"
698,   R$ 2.500 /Mês  ,  1   Quarto  ,"Avenida Ibijaú, , 364 - Moema, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  37   m²  , Moema,"Avenida Ibijaú, , 364"
699,   R$ 1.800 /Mês  ,  1   Quarto  ,"Avenida Moema, 177 - Moema, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  52   m²  , Moema,"Avenida Moema, 177"
700,   R$ 1.300 /Mês    R$ 310.000   ,  1   Quarto  ,"Alameda dos Anapurus, 1661 - Indianópolis, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  33   m²  , Indianópolis,"Alameda dos Anapurus, 1661"
701,   R$ 2.450 /Mês  ,  1   Quarto  ,"Avenida Doutor Cardoso de Melo, 630 - Vila Olímpia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  45   m²  , Vila Olímpia,"Avenida Doutor Cardoso de Melo, 630"
702,   R$ 950 /Mês    R$ 330.000   ,  1   Quarto  ,"Rua Maranhão, 371 - Higienópolis, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  28   m²  , Higienópolis,"Rua Maranhão, 371"
703,   R$ 1.090 /Mês  ,  1   Quarto  ,"Rua Diogo Moreira, , 247 - Pinheiros, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  36   m²  , Pinheiros,"Rua Diogo Moreira, , 247"
704,   R$ 2.746 /Mês  ,  1   Quarto  ,"Rua Guarará - Jardim Paulista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  28   m²  , Jardim Paulista,Rua Guarará
705,   R$ 1.300 /Mês  ,  1   Quarto  ,"Rua Nazira Carone, 9 - Jardim Ampliação, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  40   m²  , Jardim Ampliação,"Rua Nazira Carone, 9"
706,   R$ 1.670 /Mês  ,  1   Quarto  ,"Rua Pedroso Alvarenga, 1088 - Itaim Bibi, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  45   m²  , Itaim Bibi,"Rua Pedroso Alvarenga, 1088"
707,   R$ 1.520 /Mês  ,  1   Quarto  ,"Rua Serra de Juréa, 351 - Cidade Mãe do Céu, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  28   m²  , Cidade Mãe do Céu,"Rua Serra de Juréa, 351"
708,   R$ 1.800 /Mês  ,  1   Quarto  ,"Avenida Jamaris, 100 - Planalto Paulista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  38   m²  , Planalto Paulista,"Avenida Jamaris, 100"
709,   R$ 1.400 /Mês  ,  1   Quarto  ,"Rua Frei Caneca, 915 - Consolação, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  41   m²  , Consolação,"Rua Frei Caneca, 915"
710,   R$ 2.800 /Mês  ,  1   Quarto  ,"Avenida Moema, 177 - Moema, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  52   m²  , Moema,"Avenida Moema, 177"
711,   R$ 1.500 /Mês  ,  1   Quarto  ,"Rua Joaquim Floriano, 209 - Itaim Bibi, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  35   m²  , Itaim Bibi,"Rua Joaquim Floriano, 209"
712,   R$ 1.500 /Mês  ,  1   Quarto  ,"Rua Brás Cardoso, 654 - Vila Nova Conceição, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  42   m²  , Vila Nova Conceição,"Rua Brás Cardoso, 654"
713,   R$ 3.200 /Mês  ,  1   Quarto  ,"Rua Vieira de Morais, 2098 - Campo Belo, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  38   m²  , Campo Belo,"Rua Vieira de Morais, 2098"
714,   R$ 1.700 /Mês  ,  1   Quarto  ,"Alameda Franca, 584 - Jardim Paulista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  45   m²  , Jardim Paulista,"Alameda Franca, 584"
715,   R$ 3.550 /Mês  ,  2   Quartos  ,"Alameda dos Jurupis, 800 - Indianópolis, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  70   m²  , Indianópolis,"Alameda dos Jurupis, 800"
716,   R$ 1.800 /Mês  ,  2   Quartos  ,"Rua Sansão Alves dos Santos, 373 - Cidade Monções, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  45   m²  , Cidade Monções,"Rua Sansão Alves dos Santos, 373"
717,   R$ 1.760 /Mês  ,  1   Quarto  ,"Alameda Lorena, 473 - Jardim Paulista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  33   m²  , Jardim Paulista,"Alameda Lorena, 473"
718,   R$ 2.400 /Mês  ,  1   Quarto  ,"Avenida Cásper Líbero, 501 - Centro, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  26   m²  , Centro,"Avenida Cásper Líbero, 501"
719,   R$ 1.540 /Mês  ,  1   Quarto  ,"Rua Pintassilgo, , 12 - Vila Uberabinha, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  42   m²  , Vila Uberabinha,"Rua Pintassilgo, , 12"
720,   R$ 1.684 /Mês  ,  1   Quarto  ,"Rua Oscar Freire, , 1948 - Pinheiros, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  32   m²  , Pinheiros,"Rua Oscar Freire, , 1948"
721,   R$ 3.500 /Mês  ,  1   Quarto  ,"Rua Capote Valente, 500 - Pinheiros, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  30   m²  , Pinheiros,"Rua Capote Valente, 500"
722,   R$ 1.200 /Mês  ,  1   Quarto  ,"Rua Cristiano Viana, 463 - Cerqueira César, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  43   m²  , Cerqueira César,"Rua Cristiano Viana, 463"
723,   R$ 3.800 /Mês  ,  1   Quarto  ,"Rua Alvorada, 676 - Vila Olímpia, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  26   m²  , Vila Olímpia,"Rua Alvorada, 676"
724,   R$ 1.330 /Mês  ,  1   Quarto  ,"Avenida Rouxinol, 57 - Indianópolis, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  25   m²  , Indianópolis,"Avenida Rouxinol, 57"
725,   R$ 1.800 /Mês  ,  1   Quarto  ,"Alameda Santos, 981 - Cerqueira César, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  29   m²  , Cerqueira César,"Alameda Santos, 981"
726,   R$ 1.210 /Mês  ,  1   Quarto  ,"Avenida Ibijaú, 368 - Moema, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  25   m²  , Moema,"Avenida Ibijaú, 368"
727,   R$ 1.500 /Mês  ,  1   Quarto  ,"Avenida Rouxinol, 174 - Indianópolis, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  42   m²  , Indianópolis,"Avenida Rouxinol, 174"
728,   R$ 2.820 /Mês  ,  2   Quartos  ,"Rua Alvorada, 1001 - Vila Olímpia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  55   m²  , Vila Olímpia,"Rua Alvorada, 1001"
729,   R$ 3.000 /Mês  ,  1   Quarto  ,"Rua Michigan, 531 - Cidade Monções, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  48   m²  , Cidade Monções,"Rua Michigan, 531"
730,   R$ 1.900 /Mês    R$ 650.000   ,  2   Quartos  ,"Rua Mossâmedes - Vila Santo Estevão, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  85   m²  , Vila Santo Estevão,Rua Mossâmedes
731,   R$ 3.000 /Mês    R$ 530.000   ,  1   Quarto  ,"Rua Brás Cardoso, 654 - Vila Nova Conceição, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  42   m²  , Vila Nova Conceição,"Rua Brás Cardoso, 654"
732,   R$ 3.200 /Mês  ,  4   Quartos  ,"Avenida Washington Luís, 1527 - Santo Amaro, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  160   m²  , Santo Amaro,"Avenida Washington Luís, 1527"
733,   R$ 2.800 /Mês  ,  1   Quarto  ,"Rua Monte Aprazível, 109 - Vila Nova Conceição, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  32   m²  , Vila Nova Conceição,"Rua Monte Aprazível, 109"
734,   R$ 6.000 /Mês  ,  2   Quartos  ,"Rua Pedroso Alvarenga, 401 - Itaim Bibi, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  110   m²  , Itaim Bibi,"Rua Pedroso Alvarenga, 401"
735,   R$ 2.300 /Mês  ,  2   Quartos  ,"Rua Visconde de Inhaúma - Vila da Saúde, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  50   m²  , Vila da Saúde,Rua Visconde de Inhaúma
736,   R$ 3.600 /Mês  ,  2   Quartos  ,"Rua Santo Arcádio, 43 - Jardim das Acácias, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  64   m²  , Jardim das Acácias,"Rua Santo Arcádio, 43"
737,   R$ 2.900 /Mês  ,  1   Quarto  ,"Rua Barata Ribeiro, 360 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  45   m²  , Bela Vista,"Rua Barata Ribeiro, 360"
738,   R$ 8.000 /Mês  ,  2   Quartos  ,"Alameda Jauaperi, 1467 - Moema, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  287   m²  , Moema,"Alameda Jauaperi, 1467"
739,   R$ 2.000 /Mês  ,  1   Quarto  ,"Rua Tupi - Santa Cecília, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  50   m²  , Santa Cecília,Rua Tupi
740,   R$ 3.600 /Mês  ,  2   Quartos  ,"Rua do Rocio, 59 - Vila Olímpia, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  70   m²  , Vila Olímpia,"Rua do Rocio, 59"
741,   R$ 3.000 /Mês  ,  4   Quartos  ,"Rua Armando D'Almeida - Jardim Rizzo, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  150   m²  , Jardim Rizzo,Rua Armando D'Almeida
742,   R$ 13.000 /Mês    R$ 2.900.000   ,  3   Quartos  ,"Rua Barão de Jaceguai - Campo Belo, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  350   m²  , Campo Belo,Rua Barão de Jaceguai
743,   R$ 1.650 /Mês  ,  2   Quartos  ,"Vila Prado, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  80   m²  , SP,"Vila Prado, São Paulo"
744,   R$ 2.100 /Mês  ,  2   Quartos  ,"Rua Cesário Ramalho, , 765 - Cambuci, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  100   m²  , Cambuci,"Rua Cesário Ramalho, , 765"
745,   R$ 6.500 /Mês    R$ 2.600.000   ,  6   Quartos  ,"Rua Doutor Manuel Carlos de Figueiredo Ferraz, , 185 - Jardim Morumbi, São Paulo - SP",  4   Banheiros  ,  7   Vagas  ,  450   m²  , Jardim Morumbi,"Rua Doutor Manuel Carlos de Figueiredo Ferraz, , 185"
746,   R$ 2.000 /Mês    R$ 530.000   ,  2   Quartos  ,"Rua Aldino - Chácara Belenzinho, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  100   m²  , Chácara Belenzinho,Rua Aldino
747,   R$ 2.900 /Mês    R$ 850.000   ,  3   Quartos  ,"Rua Rubiácea, 236 - Água Fria, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  300   m²  , Água Fria,"Rua Rubiácea, 236"
748,   R$ 14.999 /Mês  ,  4   Quartos  ,"Rua Coronel Irlandino Sandoval - Jardim Paulistano, São Paulo - SP",  6   Banheiros  ,  3   Vagas  ,  470   m²  , Jardim Paulistano,Rua Coronel Irlandino Sandoval
749,   R$ 6.000 /Mês  ,  3   Quartos  ,"Rua Baronesa de Bela Vista, 88 - Vila Congonhas, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  140   m²  , Vila Congonhas,"Rua Baronesa de Bela Vista, 88"
750,   R$ 5.000 /Mês    R$ 2.500.000   ,  3   Quartos  ,"Rua Tauari, , 79 - Santo Amaro, São Paulo - SP",  2   Banheiros  ,  3   Vagas  ,  215   m²  , Santo Amaro,"Rua Tauari, , 79"
751,   R$ 4.000 /Mês  ,  4   Quartos  ,"Rua Aramis Dalla Torre - Jardim Represa, São Paulo - SP",  5   Banheiros  ,  7   Vagas  ,  300   m²  , Jardim Represa,Rua Aramis Dalla Torre
752,   R$ 2.500 /Mês  ,  3   Quartos  ,"Rua Ribeirão Bonito, 576 - Vila Moinho Velho, São Paulo - SP",  3   Banheiros  ,  3   Vagas  ,  156   m²  , Vila Moinho Velho,"Rua Ribeirão Bonito, 576"
753,   R$ 3.000 /Mês  ,  2   Quartos  ,"Rua Caiubi - Perdizes, São Paulo - SP",  3   Banheiros  ,  --   Vaga  ,  82   m²  , Perdizes,Rua Caiubi
754,   R$ 5.000 /Mês    R$ 1.400.000   ,  3   Quartos  ,"Rua Nicolau Barreto - Vila Cordeiro, São Paulo - SP",  5   Banheiros  ,  2   Vagas  ,  160   m²  , Vila Cordeiro,Rua Nicolau Barreto
755,   R$ 1.500 /Mês    R$ 380.000   ,  4   Quartos  ,"Rua Acácio de Paula Leite Sampaio, 67 - Jardim Tietê, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  213   m²  , Jardim Tietê,"Rua Acácio de Paula Leite Sampaio, 67"
756,   R$ 1.680 /Mês  ,  2   Quartos  ,"Rua Augusto Farina, , 271 - Jardim Bonfiglioli, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  75   m²  , Jardim Bonfiglioli,"Rua Augusto Farina, , 271"
757,   R$ 4.000 /Mês  ,  4   Quartos  ,"Avenida Cangaíba, 0 - Cangaíba, São Paulo - SP",  2   Banheiros  ,  3   Vagas  ,  200   m²  , Cangaíba,"Avenida Cangaíba, 0"
758,   R$ 3.300 /Mês  ,  3   Quartos  ,"Rua Dentista Barreto, 0 - Vila Carrão, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  173   m²  , Vila Carrão,"Rua Dentista Barreto, 0"
759,   R$ 7.000 /Mês    R$ 1.080.000   ,  3   Quartos  ,"Rua Sônia Ribeiro, , 218 - Campo Belo, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  127   m²  , Campo Belo,"Rua Sônia Ribeiro, , 218"
760,   R$ 2.700 /Mês  ,  3   Quartos  ,"Praça Florence Nightingale - Jardim da Glória, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  260   m²  , Jardim da Glória,Praça Florence Nightingale
761,   R$ 5.000 /Mês  ,  2   Quartos  ,"Avenida Doutor Cardoso de Melo, 1046 - Vila Olímpia, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  81   m²  , Vila Olímpia,"Avenida Doutor Cardoso de Melo, 1046"
762,   R$ 1.755 /Mês  ,  1   Quarto  ,"Rua Doutor Nicolau de Sousa Queirós, 491 - Vila Mariana, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  34   m²  , Vila Mariana,"Rua Doutor Nicolau de Sousa Queirós, 491"
763,   R$ 1.650 /Mês  ,  3   Quartos  ,"Avenida Giovanni Gronchi, 6675 - Vila Andrade, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  65   m²  , Vila Andrade,"Avenida Giovanni Gronchi, 6675"
764,   R$ 9.500 /Mês  ,  3   Quartos  ,"Rua Verbo Divino, 1061 - Chácara Santo Antônio (Zona Sul), São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  186   m²  , Chácara Santo Antônio (Zona Sul),"Rua Verbo Divino, 1061"
765,   R$ 3.380 /Mês  ,  1   Quarto  ,"Rua Pamplona, 935 - Jardim Paulista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  58   m²  , Jardim Paulista,"Rua Pamplona, 935"
766,   R$ 2.250 /Mês  ,  1   Quarto  ,"Rua Cardoso de Almeida, 840 - Perdizes, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  36   m²  , Perdizes,"Rua Cardoso de Almeida, 840"
767,   R$ 12.000 /Mês  ,  4   Quartos  ,"Rua Almeida Torres, 119 - Aclimação, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  171   m²  , Aclimação,"Rua Almeida Torres, 119"
768,   R$ 3.000 /Mês  ,  1   Quarto  ,"Rua São Tomé, 73 - Vila Olímpia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  50   m²  , Vila Olímpia,"Rua São Tomé, 73"
769,   R$ 6.000 /Mês    R$ 2.300.000   ,  3   Quartos  ,"Rua Doutor Gabriel dos Santos - Santa Cecília, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  270   m²  , Santa Cecília,Rua Doutor Gabriel dos Santos
770,   R$ 3.820 /Mês  ,  3   Quartos  ,"Vila Regente Feijó, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  95   m²  , SP,"Vila Regente Feijó, São Paulo"
771,   R$ 2.850 /Mês  ,  2   Quartos  ,"Praça General Gentil Falcão, 175 - Cidade Monções, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  70   m²  , Cidade Monções,"Praça General Gentil Falcão, 175"
772,   R$ 5.100 /Mês  ,  2   Quartos  ,"Rua Lisboa, 159 - Cerqueira César, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  163   m²  , Cerqueira César,"Rua Lisboa, 159"
773,   R$ 4.000 /Mês  ,  2   Quartos  ,"Rua Oscar Freire, 1456 - Pinheiros, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  82   m²  , Pinheiros,"Rua Oscar Freire, 1456"
774,   R$ 800 /Mês  ,  1   Quarto  ,"Rua Dario Ferreira Martins - Jardim Santo Elias (São Miguel), São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  50   m²  , Jardim Santo Elias (São Miguel),Rua Dario Ferreira Martins
775,   R$ 2.500 /Mês  ,  3   Quartos  ,"Avenida Piassanguaba, 2514 - Planalto Paulista, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  120   m²  , Planalto Paulista,"Avenida Piassanguaba, 2514"
776,   R$ 10.000 /Mês    R$ 1.850.000   ,  4   Quartos  ,"Vila Progredior, São Paulo - SP",  4   Banheiros  ,  5   Vagas  ,  532   m²  , SP,"Vila Progredior, São Paulo"
777,   R$ 100.000 /Mês  ,  4   Quartos  ,"Jardim América, São Paulo - SP",  6   Banheiros  ,  8   Vagas  ,  700   m²  , SP,"Jardim América, São Paulo"
778,   R$ 12.000 /Mês    R$ 2.500.000   ,  4   Quartos  ,"Rua João Álvares Correia, 55 - Jardim Vila Mariana, São Paulo - SP",  6   Banheiros  ,  4   Vagas  ,  297   m²  , Jardim Vila Mariana,"Rua João Álvares Correia, 55"
779,   R$ 23.000 /Mês    R$ 10.100.000   ,  4   Quartos  ,"Chácara Flora, São Paulo - SP",  5   Banheiros  ,  10   Vagas  ,  759   m²  , SP,"Chácara Flora, São Paulo"
780,   R$ 10.000 /Mês    R$ 2.700.000   ,  3   Quartos  ,"Morumbi, São Paulo - SP",  3   Banheiros  ,  3   Vagas  ,  540   m²  , SP,"Morumbi, São Paulo"
781,   R$ 22.000 /Mês    R$ 5.200.000   ,  3   Quartos  ,"Rua das Barcas, 750 - Jardim dos Estados, São Paulo - SP",  8   Banheiros  ,  6   Vagas  ,  739   m²  , Jardim dos Estados,"Rua das Barcas, 750"
782,   R$ 16.000 /Mês    R$ 3.300.000   ,  4   Quartos  ,"Rua Diogo Pereira, , 1 - Super Quadra Morumbi, São Paulo - SP",  5   Banheiros  ,  10   Vagas  ,  761   m²  , Super Quadra Morumbi,"Rua Diogo Pereira, , 1"
783,   R$ 10.000 /Mês    R$ 2.710.000   ,  4   Quartos  ,"Rua Doutor Barros Cruz - Vila Mariana, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  295   m²  , Vila Mariana,Rua Doutor Barros Cruz
784,   R$ 10.000 /Mês    R$ 2.000.000   ,  6   Quartos  ,"Rua Guararapes, 1234 - Brooklin Paulista, São Paulo - SP",  6   Banheiros  ,  6   Vagas  ,  300   m²  , Brooklin Paulista,"Rua Guararapes, 1234"
785,   R$ 1.650 /Mês  ,  2   Quartos  ,"Estrada do Jaguaré, 0 - Jardim Jussara, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  70   m²  , Jardim Jussara,"Estrada do Jaguaré, 0"
786,   R$ 2.100 /Mês  ,  2   Quartos  ,"Vila Tiradentes, São Paulo - SP",  2   Banheiros  ,  3   Vagas  ,  110   m²  , SP,"Vila Tiradentes, São Paulo"
787,   R$ 15.300 /Mês    R$ 5.000.000   ,  5   Quartos  ,"Avenida Doutor Alberto Penteado - Jardim Sílvia (Zona Oeste), São Paulo - SP",  6   Banheiros  ,  8   Vagas  ,  350   m²  , Jardim Sílvia (Zona Oeste),Avenida Doutor Alberto Penteado
788,   R$ 7.000 /Mês  ,  3   Quartos  ,"Rua Darwin - Jardim Santo Amaro, São Paulo - SP",  5   Banheiros  ,  2   Vagas  ,  244   m²  , Jardim Santo Amaro,Rua Darwin
789,   R$ 6.000 /Mês  ,  3   Quartos  ,"Rua Artur de Azevedo - Pinheiros, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  235   m²  , Pinheiros,Rua Artur de Azevedo
790,   R$ 29.000 /Mês    R$ 8.500.000   ,  4   Quartos  ,"Rua Stefan Marek Neuding - Jardim Sílvia (Zona Oeste), São Paulo - SP",  5   Banheiros  ,  5   Vagas  ,  930   m²  , Jardim Sílvia (Zona Oeste),Rua Stefan Marek Neuding
791,   R$ 25.000 /Mês    R$ 4.500.000   ,  4   Quartos  ,"Rua Sônia Ribeiro - Brooklin Paulista, São Paulo - SP",  6   Banheiros  ,  4   Vagas  ,  600   m²  , Brooklin Paulista,Rua Sônia Ribeiro
792,   R$ 6.500 /Mês  ,  4   Quartos  ,"Rua Visconde de Porto Seguro - Jardim Cordeiro, São Paulo - SP",  6   Banheiros  ,  3   Vagas  ,  260   m²  , Jardim Cordeiro,Rua Visconde de Porto Seguro
793,   R$ 1.350 /Mês  ,  2   Quartos  ,"Rua Refinaria Mataripe - Vila Antonieta, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  70   m²  , Vila Antonieta,Rua Refinaria Mataripe
794,   R$ 5.300 /Mês    R$ 1.900.000   ,  4   Quartos  ,"Avenida Moaci - Planalto Paulista, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  262   m²  , Planalto Paulista,Avenida Moaci
795,   R$ 4.000 /Mês  ,  2   Quartos  ,"Rua Casa do Ator - Vila Olímpia, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  165   m²  , Vila Olímpia,Rua Casa do Ator
796,   R$ 7.000 /Mês    R$ 1.700.000   ,  3   Quartos  ,"Rua Pedro Pomponazzi - Jardim Vila Mariana, São Paulo - SP",  4   Banheiros  ,  3   Vagas  ,  193   m²  , Jardim Vila Mariana,Rua Pedro Pomponazzi
797,   R$ 20.000 /Mês  ,  4   Quartos  ,"Paraíso, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  300   m²  , SP,"Paraíso, São Paulo"
798,   R$ 5.000 /Mês    R$ 1.390.000   ,  3   Quartos  ,"Rua Doutor José de Andrade Figueira, , 374 - Vila Suzana, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  223   m²  , Vila Suzana,"Rua Doutor José de Andrade Figueira, , 374"
799,   R$ 13.500 /Mês    R$ 3.199.000   ,  3   Quartos  ,"Rua Simpatia - Jardim das Bandeiras, São Paulo - SP",  4   Banheiros  ,  3   Vagas  ,  256   m²  , Jardim das Bandeiras,Rua Simpatia
800,   R$ 30.000 /Mês    R$ 6.000.000   ,  4   Quartos  ,"Avenida Aratãs - Indianópolis, São Paulo - SP",  7   Banheiros  ,  5   Vagas  ,  490   m²  , Indianópolis,Avenida Aratãs
801,   R$ 800 /Mês  ,  1   Quarto  ,"Rua Paim, 211 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  24   m²  , Bela Vista,"Rua Paim, 211"
802,   R$ 25.000 /Mês  ,  3   Quartos  ,"Alto de Pinheiros, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  380   m²  , SP,"Alto de Pinheiros, São Paulo"
803,   R$ 35.000 /Mês    R$ 7.490.000   ,  5   Quartos  ,"Itaim Bibi, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  458   m²  , SP,"Itaim Bibi, São Paulo"
804,   R$ 3.706 /Mês    R$ 480.000   ,  2   Quartos  ,"Rua Santa Justina, 210 - Vila Olímpia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  40   m²  , Vila Olímpia,"Rua Santa Justina, 210"
805,   R$ 1.620 /Mês  ,  1   Quarto  ,"Avenida Rouxinol, 77 - Indianópolis, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  44   m²  , Indianópolis,"Avenida Rouxinol, 77"
806,   R$ 1.200 /Mês  ,  1   Quarto  ,"Rua Butantã, 408 - Pinheiros, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  27   m²  , Pinheiros,"Rua Butantã, 408"
807,   R$ 1.400 /Mês  ,  1   Quarto  ,"Rua Verbo Divino, 1323 - Chácara Santo Antônio (Zona Sul), São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  30   m²  , Chácara Santo Antônio (Zona Sul),"Rua Verbo Divino, 1323"
808,   R$ 3.160 /Mês  ,  2   Quartos  ,"Avenida dos Imarés, 317 - Indianópolis, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  57   m²  , Indianópolis,"Avenida dos Imarés, 317"
809,   R$ 970 /Mês  ,  1   Quarto  ,"Rua Araguari, 711 - Vila Uberabinha, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  32   m²  , Vila Uberabinha,"Rua Araguari, 711"
